price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
6895000.0,7700,3,2,1,1,0,0,0,0,2,0,0
6860000.0,6000,3,1,1,1,0,0,0,1,1,0,2
6790000.0,12090,4,2,2,1,0,0,0,0,2,1,2
6790000.0,4000,3,2,2,1,0,1,0,1,0,1,1
6755000.0,6000,4,2,4,1,0,0,0,1,0,0,0
6720000.0,5020,3,1,4,1,0,0,0,1,0,1,0
6685000.0,6600,2,2,4,1,0,1,0,0,0,1,2
6650000.0,4040,3,1,2,1,0,1,1,0,1,0,2
6650000.0,4260,4,2,2,1,0,0,1,0,0,0,1
6650000.0,6420,3,2,3,1,0,0,0,1,0,1,2
6650000.0,6500,3,2,3,1,0,0,0,1,0,1,2
6650000.0,5700,3,1,1,1,1,1,0,1,2,1,2
6650000.0,6000,3,2,3,1,1,0,0,1,0,0,2
6629000.0,6000,3,1,2,1,0,0,1,0,1,1,1
6615000.0,4000,3,2,2,1,0,1,0,1,1,0,1
6615000.0,10500,3,2,1,1,0,1,0,1,1,1,2
6580000.0,6000,3,2,4,1,0,0,0,1,0,0,1
6510000.0,3760,3,1,2,1,0,0,1,0,2,0,1
6510000.0,8250,3,2,3,1,0,0,0,1,0,0,2
6510000.0,6670,3,1,3,1,0,1,0,0,0,1,0
6475000.0,3960,3,1,1,1,0,1,0,0,2,0,1
6475000.0,7410,3,1,1,1,1,1,0,1,2,1,0
6440000.0,8580,5,3,2,1,0,0,0,0,2,0,2
6440000.0,5000,3,1,2,1,0,0,0,1,0,0,1
6419000.0,6750,2,1,1,1,1,1,0,0,2,1,2
6405000.0,4800,3,2,4,1,1,0,0,1,0,0,2
6300000.0,7200,3,2,1,1,0,1,0,1,3,0,1
6300000.0,6000,4,2,4,1,0,0,0,0,1,0,1
6300000.0,4100,3,2,3,1,0,0,0,1,2,0,1
6300000.0,9000,3,1,1,1,0,1,0,0,1,1,2
6300000.0,6400,3,1,1,1,1,1,0,1,1,1,1
6293000.0,6600,3,2,3,1,0,0,0,1,0,1,0
6265000.0,6000,4,1,3,1,1,1,0,0,0,1,0
6230000.0,6600,3,2,1,1,0,1,0,1,0,1,0
6230000.0,5500,3,1,3,1,0,0,0,0,1,1,0
6195000.0,5500,3,2,4,1,1,0,0,1,1,0,1
6195000.0,6350,3,2,3,1,1,0,0,1,0,0,2
6195000.0,5500,3,2,1,1,1,1,0,0,2,1,2
6160000.0,4500,3,1,4,1,0,0,0,1,0,0,0
6160000.0,5450,4,2,1,1,0,1,0,1,0,1,1
6125000.0,6420,3,1,3,1,0,1,0,0,0,1,0
6107500.0,3240,4,1,3,1,0,0,0,0,1,0,1
6090000.0,6615,4,2,2,1,1,0,1,0,1,0,1
6090000.0,6600,3,1,1,1,1,1,0,0,2,1,1
6090000.0,8372,3,1,3,1,0,0,0,1,2,0,0
6083000.0,4300,6,2,2,1,0,0,0,0,0,0,2
6083000.0,9620,3,1,1,1,0,1,0,0,2,1,2
6020000.0,6800,2,1,1,1,1,1,0,0,2,0,2
6020000.0,8000,3,1,1,1,1,1,0,1,2,1,1
6020000.0,6900,3,2,1,1,1,1,0,0,0,1,0
5950000.0,3700,4,1,2,1,1,0,0,1,0,0,2
5950000.0,6420,3,1,1,1,0,1,0,1,0,1,2
5950000.0,7020,3,1,1,1,0,1,0,1,2,1,1
5950000.0,6540,3,1,1,1,1,1,0,0,2,1,2
5950000.0,7231,3,1,2,1,1,1,0,1,0,1,1
5950000.0,6254,4,2,1,1,0,1,0,0,1,1,1
5950000.0,7320,4,2,2,1,0,0,0,0,0,0,2
5950000.0,6525,3,2,4,1,0,0,0,0,1,0,2
5943000.0,15600,3,1,1,1,0,0,0,1,2,0,1
5880000.0,7160,3,1,1,1,0,1,0,0,2,1,0
5880000.0,6500,3,2,3,1,0,0,0,1,0,0,0
5873000.0,5500,3,1,3,1,1,0,0,1,1,0,2
5873000.0,11460,3,1,3,1,0,0,0,0,2,1,1
5866000.0,4800,3,1,1,1,1,1,0,0,0,0,0
5810000.0,5828,4,1,4,1,1,0,0,0,0,0,1
5810000.0,5200,3,1,3,1,0,0,0,1,0,0,1
5810000.0,4800,3,1,3,1,0,0,0,1,0,0,0
5803000.0,7000,3,1,1,1,0,1,0,0,2,1,1
5775000.0,6000,3,2,4,1,0,0,0,1,0,0,0
5740000.0,5400,4,2,2,1,0,0,0,1,2,0,0
5740000.0,4640,4,1,2,1,0,0,0,0,1,0,1
5740000.0,5000,3,1,3,1,0,0,0,1,0,0,1
5740000.0,6360,3,1,1,1,1,1,0,1,2,1,2
5740000.0,5800,3,2,4,1,0,0,0,1,0,0,0
5652500.0,6660,4,2,2,1,1,1,0,0,1,1,1
5600000.0,10500,4,2,2,1,0,0,0,0,1,0,1
5600000.0,4800,5,2,3,0,0,1,1,0,0,0,0
5600000.0,4700,4,1,2,1,1,1,0,1,1,0,2
5600000.0,5000,3,1,4,1,0,0,0,0,0,0,2
5600000.0,10500,2,1,1,1,0,0,0,0,1,0,1
5600000.0,5500,3,2,2,1,0,0,0,0,1,0,1
5600000.0,6360,3,1,3,1,0,0,0,0,0,1,1
5600000.0,6600,4,2,1,1,0,1,0,0,0,1,1
5600000.0,5136,3,1,2,1,1,1,0,1,0,1,0
5565000.0,4400,4,1,2,1,0,0,0,1,2,1,1
5565000.0,5400,5,1,2,1,1,1,0,1,0,1,2
5530000.0,3300,3,3,2,1,0,1,0,0,0,0,1
5530000.0,3650,3,2,2,1,0,0,0,0,2,0,1
5530000.0,6100,3,2,1,1,0,1,0,0,2,1,2
5523000.0,6900,3,1,1,1,1,1,0,0,0,1,1
5495000.0,2817,4,2,2,0,1,1,0,0,1,0,2
5495000.0,7980,3,1,1,1,0,0,0,0,2,0,1
5460000.0,3150,3,2,1,1,1,1,0,1,0,0,2
5460000.0,6210,4,1,4,1,1,0,0,1,0,0,2
5460000.0,6100,3,1,3,1,1,0,0,1,0,1,1
5460000.0,6600,4,2,2,1,1,1,0,0,0,1,1
5425000.0,6825,3,1,1,1,1,1,0,1,0,1,1
5390000.0,6710,3,2,2,1,1,1,0,0,1,1,2
5383000.0,6450,3,2,1,1,1,1,1,0,0,0,0
5320000.0,7800,3,1,1,1,0,1,0,1,2,1,0
5285000.0,4600,2,2,1,1,0,0,0,1,2,0,1
5250000.0,4260,4,1,2,1,0,1,0,1,0,0,2
5250000.0,6540,4,2,2,0,0,0,0,1,0,0,1
5250000.0,5500,3,2,1,1,0,1,0,0,0,0,1
5250000.0,10269,3,1,1,1,0,0,0,0,1,1,1
5250000.0,8400,3,1,2,1,1,1,0,1,2,1,0
5250000.0,5300,4,2,1,1,0,0,0,1,0,1,0
5250000.0,3800,3,1,2,1,1,1,0,0,1,1,0
5250000.0,9800,4,2,2,1,1,0,0,0,2,0,1
5250000.0,8520,3,1,1,1,0,0,0,1,2,0,2
5243000.0,6050,3,1,1,1,0,1,0,0,0,1,1
5229000.0,7085,3,1,1,1,1,1,0,0,2,1,1
5215000.0,3180,3,2,2,1,0,0,0,0,2,0,1
5215000.0,4500,4,2,1,0,0,1,0,1,2,0,1
5215000.0,7200,3,1,2,1,1,1,0,0,1,1,2
5145000.0,3410,3,1,2,0,0,0,0,1,0,0,1
5145000.0,7980,3,1,1,1,0,0,0,0,1,1,1
5110000.0,3000,3,2,2,1,1,1,0,0,0,0,2
5110000.0,3000,3,1,2,1,0,1,0,0,0,0,0
5110000.0,11410,2,1,2,1,0,0,0,0,0,1,2
5110000.0,6100,3,1,1,1,0,1,0,1,0,1,1
5075000.0,5720,2,1,2,1,0,0,0,1,0,1,0
5040000.0,3540,2,1,1,0,1,1,0,0,0,0,1
5040000.0,7600,4,1,2,1,0,0,0,1,2,0,2
5040000.0,10700,3,1,2,1,1,1,0,0,0,0,1
5040000.0,6600,3,1,1,1,1,1,0,0,0,1,2
5033000.0,4800,2,1,1,1,1,1,0,0,0,0,1
5005000.0,8150,3,2,1,1,1,1,0,0,0,0,1
4970000.0,4410,4,3,2,1,0,1,0,0,2,0,1
4970000.0,7686,3,1,1,1,1,1,1,0,0,0,1
4956000.0,2800,3,2,2,0,0,1,0,1,1,0,1
4935000.0,5948,3,1,2,1,0,0,0,1,0,0,1
4907000.0,4200,3,1,2,1,0,0,0,0,1,0,2
4900000.0,4520,3,1,2,1,0,1,0,1,0,0,1
4900000.0,4095,3,1,2,0,1,1,0,1,0,0,1
4900000.0,4120,2,1,1,1,0,1,0,0,1,0,1
4900000.0,5400,4,1,2,1,0,0,0,0,0,0,1
4900000.0,4770,3,1,1,1,1,1,0,0,0,0,1
4900000.0,6300,3,1,1,1,0,0,0,1,2,0,1
4900000.0,5800,2,1,1,1,1,1,0,1,0,0,1
4900000.0,3000,3,1,2,1,0,1,0,1,0,0,1
4900000.0,2970,3,1,3,1,0,0,0,0,0,0,1
4900000.0,6720,3,1,1,1,0,0,0,0,0,0,0
4900000.0,4646,3,1,2,1,1,1,0,0,2,0,1
4900000.0,12900,3,1,1,1,0,0,0,0,2,0,2
4893000.0,3420,4,2,2,1,0,1,0,1,2,0,1
4893000.0,4995,4,2,1,1,0,1,0,0,0,0,1
4865000.0,4350,2,1,1,1,0,1,0,0,0,0,0
4830000.0,4160,3,1,3,1,0,0,0,0,0,0,0
4830000.0,6040,3,1,1,1,0,0,0,0,2,1,1
4830000.0,6862,3,1,2,1,0,0,0,1,2,1,2
4830000.0,4815,2,1,1,1,0,0,0,1,0,1,1
4795000.0,7000,3,1,2,1,0,1,0,0,0,0,0
4795000.0,8100,4,1,4,1,0,1,0,1,2,0,1
4767000.0,3420,4,2,2,1,0,0,0,0,0,0,1
4760000.0,9166,2,1,1,1,0,1,0,1,2,0,1
4760000.0,6321,3,1,2,1,0,1,0,1,1,0,2
4760000.0,10240,2,1,1,1,0,0,0,1,2,1,0
4753000.0,6440,2,1,1,1,0,0,0,1,3,0,1
4690000.0,5170,3,1,4,1,0,0,0,1,0,0,1
4690000.0,6000,2,1,1,1,0,1,0,1,1,0,2
4690000.0,3630,3,1,2,1,0,0,0,0,2,0,1
4690000.0,9667,4,2,2,1,1,1,0,0,1,0,1
4690000.0,5400,2,1,2,1,0,0,0,0,0,1,1
4690000.0,4320,3,1,1,1,0,0,0,0,0,1,1
4655000.0,3745,3,1,2,1,0,1,0,0,0,0,2
4620000.0,4160,3,1,1,1,1,1,0,1,0,0,0
4620000.0,3880,3,2,2,1,0,1,0,0,2,0,1
4620000.0,5680,3,1,2,1,1,0,0,1,1,0,1
4620000.0,2870,2,1,2,1,1,1,0,0,0,1,1
4620000.0,5010,3,1,2,1,0,1,0,0,0,0,1
4613000.0,4510,4,2,2,1,0,1,0,0,0,0,1
4585000.0,4000,3,1,2,1,0,0,0,0,1,0,2
4585000.0,3840,3,1,2,1,0,0,0,0,1,1,1
4550000.0,3760,3,1,1,1,0,0,0,0,2,0,1
4550000.0,3640,3,1,2,1,0,0,0,1,0,0,2
4550000.0,2550,3,1,2,1,0,1,0,0,0,0,2
4550000.0,5320,3,1,2,1,1,1,0,0,0,1,1
4550000.0,5360,3,1,2,1,0,0,0,0,2,1,0
4550000.0,3520,3,1,1,1,0,0,0,0,0,1,1
4550000.0,8400,4,1,4,1,0,0,0,0,3,0,0
4543000.0,4100,2,2,1,1,1,1,0,0,0,0,1
4543000.0,4990,4,2,2,1,1,1,0,0,0,1,2
4515000.0,3510,3,1,3,1,0,0,0,0,0,0,1
4515000.0,3450,3,1,2,1,0,1,0,0,1,0,1
4515000.0,9860,3,1,1,1,0,0,0,0,0,0,1
4515000.0,3520,2,1,2,1,0,0,0,0,0,1,2
4480000.0,4510,4,1,2,1,0,0,0,1,2,0,1
4480000.0,5885,2,1,1,1,0,0,0,1,1,0,0
4480000.0,4000,3,1,2,1,0,0,0,0,2,0,2
4480000.0,8250,3,1,1,1,0,0,0,0,0,0,2
4480000.0,4040,3,1,2,1,0,0,0,0,1,0,1
4473000.0,6360,2,1,1,1,0,1,0,1,1,0,2
4473000.0,3162,3,1,2,1,0,0,0,1,1,0,2
4473000.0,3510,3,1,2,1,0,0,0,0,0,0,1
4445000.0,3750,2,1,1,1,1,1,0,0,0,0,1
4410000.0,3968,3,1,2,0,0,0,0,0,0,0,1
4410000.0,4900,2,1,2,1,0,1,0,0,0,0,1
4403000.0,2880,3,1,2,1,0,0,0,0,0,1,1
4403000.0,4880,3,1,1,1,0,0,0,0,2,1,0
4403000.0,4920,3,1,2,1,0,0,0,0,1,0,1
4382000.0,4950,4,1,2,1,0,0,0,1,0,0,1
4375000.0,3900,3,1,2,1,0,0,0,0,0,0,0
4340000.0,4500,3,2,3,1,0,0,1,0,1,0,2
4340000.0,1905,5,1,2,0,0,1,0,0,0,0,1
4340000.0,4075,3,1,1,1,1,1,0,0,2,0,1
4340000.0,3500,4,1,2,1,0,0,0,0,2,0,2
4340000.0,6450,4,1,2,1,0,0,0,0,0,0,1
4319000.0,4032,2,1,1,1,0,1,0,0,0,0,2
4305000.0,4400,2,1,1,1,0,0,0,0,1,0,1
4305000.0,10360,2,1,1,1,0,0,0,0,1,1,1
4277000.0,3400,3,1,2,1,0,1,0,0,2,1,1
4270000.0,6360,2,1,1,1,0,0,0,0,0,0,2
4270000.0,6360,2,1,2,1,0,0,0,0,0,0,0
4270000.0,4500,2,1,1,1,0,0,0,1,2,0,2
4270000.0,2175,3,1,2,0,1,1,0,1,0,0,0
4270000.0,4360,4,1,2,1,0,0,0,0,0,0,2
4270000.0,7770,2,1,1,1,0,0,0,0,1,0,2
4235000.0,6650,3,1,2,1,1,0,0,0,0,0,1
4235000.0,2787,3,1,1,1,0,1,0,0,0,1,2
4200000.0,5500,3,1,2,1,0,0,0,1,0,0,0
4200000.0,5040,3,1,2,1,0,1,0,1,0,0,0
4200000.0,5850,2,1,1,1,1,1,0,0,2,0,1
4200000.0,2610,4,3,2,0,0,0,0,0,0,0,1
4200000.0,2953,3,1,2,1,0,1,0,1,0,0,0
4200000.0,2747,4,2,2,0,0,0,0,0,0,0,1
4200000.0,4410,2,1,1,0,0,0,0,0,1,0,0
4200000.0,4000,4,2,2,0,0,0,0,0,0,0,1
4200000.0,2325,3,1,2,0,0,0,0,0,0,0,1
4200000.0,4600,3,2,2,1,0,0,0,1,1,0,1
4200000.0,3640,3,2,2,1,0,1,0,0,0,0,0
4200000.0,5800,3,1,1,1,0,0,1,0,2,0,1
4200000.0,7000,3,1,1,1,0,0,0,0,3,0,2
4200000.0,4079,3,1,3,1,0,0,0,0,0,0,1
4200000.0,3520,3,1,2,1,0,0,0,0,0,1,1
4200000.0,2145,3,1,3,1,0,0,0,0,1,1,0
4200000.0,4500,3,1,1,1,0,1,0,0,0,0,2
4193000.0,8250,3,1,1,1,0,1,0,0,3,0,1
4193000.0,3450,3,1,2,1,0,0,0,0,1,0,1
4165000.0,4840,3,1,2,1,0,0,0,0,1,0,1
4165000.0,4080,3,1,2,1,0,0,0,0,2,0,1
4165000.0,4046,3,1,2,1,0,1,0,0,1,0,1
4130000.0,4632,4,1,2,1,0,0,0,1,0,0,1
4130000.0,5985,3,1,1,1,0,1,0,0,0,0,1
4123000.0,6060,2,1,1,1,0,1,0,0,1,0,1
4098500.0,3600,3,1,1,1,0,1,0,1,0,1,2
4095000.0,3680,3,2,2,1,0,0,0,0,0,0,1
4095000.0,4040,2,1,2,1,0,0,0,0,1,0,1
4095000.0,5600,2,1,1,1,0,0,0,1,0,0,1
4060000.0,5900,4,2,2,0,0,1,0,0,1,0,0
4060000.0,4992,3,2,2,1,0,0,0,0,2,0,0
4060000.0,4340,3,1,1,1,0,0,0,0,0,0,1
4060000.0,3000,4,1,3,1,0,1,0,1,2,0,1
4060000.0,4320,3,1,2,1,0,0,0,0,2,1,2
4025000.0,3630,3,2,2,1,0,0,1,0,2,0,1
4025000.0,3460,3,2,1,1,0,1,0,1,1,0,2
4025000.0,5400,3,1,1,1,0,0,0,0,3,0,1
4007500.0,4500,3,1,2,0,0,1,0,1,0,0,1
4007500.0,3460,4,1,2,1,0,0,0,1,0,0,1
3990000.0,4100,4,1,1,0,0,1,0,0,0,0,0
3990000.0,6480,3,1,2,0,0,0,0,1,1,0,1
3990000.0,4500,3,2,2,0,0,1,0,1,0,0,1
3990000.0,3960,3,1,2,1,0,0,0,0,0,0,2
3990000.0,4050,2,1,2,1,1,1,0,0,0,1,0
3920000.0,7260,3,2,1,1,1,1,0,0,3,0,2
3920000.0,5500,4,1,2,1,1,1,0,0,0,0,1
3920000.0,3000,3,1,2,1,0,0,0,0,0,0,1
3920000.0,3290,2,1,1,1,0,0,1,0,1,0,2
3920000.0,3816,2,1,1,1,0,1,0,1,2,0,2
3920000.0,8080,3,1,1,1,0,0,0,1,2,0,1
3920000.0,2145,4,2,1,1,0,1,0,0,0,1,0
3885000.0,3780,2,1,2,1,1,1,0,0,0,0,1
3885000.0,3180,4,2,2,1,0,0,0,0,0,0,2
3850000.0,5300,5,2,2,1,0,0,0,0,0,0,1
3850000.0,3180,2,2,1,1,0,1,0,0,2,0,1
3850000.0,7152,3,1,2,1,0,0,0,1,0,0,2
3850000.0,4080,2,1,1,1,0,0,0,0,0,0,1
3850000.0,3850,2,1,1,1,0,0,0,0,0,0,1
3850000.0,2015,3,1,2,1,0,1,0,0,0,1,1
3850000.0,2176,2,1,2,1,1,0,0,0,0,1,1
3836000.0,3350,3,1,2,1,0,0,0,0,0,0,0
3815000.0,3150,2,2,1,0,0,1,0,0,0,0,1
3780000.0,4820,3,1,2,1,0,0,0,0,0,0,1
3780000.0,3420,2,1,2,1,0,0,1,0,1,0,1
3780000.0,3600,2,1,1,1,0,0,0,0,0,0,1
3780000.0,5830,2,1,1,1,0,0,0,0,2,0,0
3780000.0,2856,3,1,3,1,0,0,0,0,0,1,2
3780000.0,8400,2,1,1,1,0,0,0,0,1,0,2
3773000.0,8250,3,1,1,1,0,0,0,0,2,0,2
3773000.0,2520,5,2,1,0,0,1,0,1,1,0,2
3773000.0,6930,4,1,2,0,0,0,0,0,1,0,2
3745000.0,3480,2,1,1,1,0,0,0,0,0,1,1
3710000.0,3600,3,1,1,1,0,0,0,0,1,0,0
3710000.0,4040,2,1,1,1,0,0,0,0,0,0,1
3710000.0,6020,3,1,1,1,0,0,0,0,0,0,1
3710000.0,4050,2,1,1,1,0,0,0,0,0,0,2
3710000.0,3584,2,1,1,1,0,0,1,0,0,0,1
3703000.0,3120,3,1,2,0,0,1,1,0,0,0,1
3703000.0,5450,2,1,1,1,0,0,0,0,0,0,2
3675000.0,3630,2,1,1,1,0,1,0,0,0,0,2
3675000.0,3630,2,1,1,1,0,0,0,1,0,0,0
3675000.0,5640,2,1,1,0,0,0,0,0,0,0,1
3675000.0,3600,2,1,1,1,0,0,0,0,0,0,2
3640000.0,4280,2,1,1,1,0,0,0,1,2,0,1
3640000.0,3570,3,1,2,1,0,1,0,0,0,0,1
3640000.0,3180,3,1,2,0,0,1,0,0,0,0,1
3640000.0,3000,2,1,2,1,0,0,0,1,0,0,2
3640000.0,3520,2,2,1,1,0,1,0,0,0,0,1
3640000.0,5960,3,1,2,1,1,1,0,0,0,0,0
3640000.0,4130,3,2,2,1,0,0,0,0,2,0,1
3640000.0,2850,3,2,2,0,0,1,0,0,0,1,0
3640000.0,2275,3,1,3,1,0,0,1,1,0,1,1
3633000.0,3520,3,1,1,1,0,0,0,0,2,1,0
3605000.0,4500,2,1,1,1,0,0,0,0,0,0,1
3605000.0,4000,2,1,1,1,0,0,0,0,0,1,1
3570000.0,3150,3,1,2,1,0,1,0,0,0,0,2
3570000.0,4500,4,2,2,1,0,1,0,0,2,0,2
3570000.0,4500,2,1,1,0,0,0,0,0,0,0,2
3570000.0,3640,2,1,1,1,0,0,0,0,0,0,0
3535000.0,3850,3,1,1,1,0,0,0,0,2,0,0
3500000.0,4240,3,1,2,1,0,0,0,1,0,0,1
3500000.0,3650,3,1,2,1,0,0,0,0,0,0,0
3500000.0,4600,4,1,2,1,0,0,0,0,0,0,1
3500000.0,2135,3,2,2,0,0,0,0,0,0,0,0
3500000.0,3036,3,1,2,1,0,1,0,0,0,0,1
3500000.0,3990,3,1,2,1,0,0,0,0,0,0,1
3500000.0,7424,3,1,1,0,0,0,0,0,0,0,0
3500000.0,3480,3,1,1,0,0,0,0,1,0,0,0
3500000.0,3600,6,1,2,1,0,0,0,0,1,0,0
3500000.0,3640,2,1,1,1,0,0,0,0,1,0,1
3500000.0,5900,2,1,1,1,0,0,0,0,1,0,2
3500000.0,3120,3,1,2,1,0,0,0,0,1,0,0
3500000.0,7350,2,1,1,1,0,0,0,0,1,0,1
3500000.0,3512,2,1,1,1,0,0,0,0,1,1,0
3500000.0,9500,3,1,2,1,0,0,0,0,3,1,0
3500000.0,5880,2,1,1,1,0,0,0,0,0,0,0
3500000.0,12944,3,1,1,1,0,0,0,0,0,0,0
3493000.0,4900,3,1,2,0,0,0,0,0,0,0,0
3465000.0,3060,3,1,1,1,0,0,0,0,0,0,0
3465000.0,5320,2,1,1,1,0,0,0,0,1,1,0
3465000.0,2145,3,1,3,1,0,0,0,0,0,1,2
3430000.0,4000,2,1,1,1,0,0,0,0,0,0,0
3430000.0,3185,2,1,1,1,0,0,0,0,2,0,0
3430000.0,3850,3,1,1,1,0,0,0,0,0,0,0
3430000.0,2145,3,1,3,1,0,0,0,0,0,1,2
3430000.0,2610,3,1,2,1,0,1,0,0,0,1,0
3430000.0,1950,3,2,2,1,0,1,0,0,0,1,0
3423000.0,4040,2,1,1,1,0,0,0,0,0,0,0
3395000.0,4785,3,1,2,1,1,1,0,1,1,0,2
3395000.0,3450,3,1,1,1,0,1,0,0,2,0,0
3395000.0,3640,2,1,1,1,0,0,0,0,0,0,2
3360000.0,3500,4,1,2,1,0,0,0,1,2,0,0
3360000.0,4960,4,1,3,0,0,0,0,0,0,0,1
3360000.0,4120,2,1,2,1,0,0,0,0,0,0,0
3360000.0,4750,2,1,1,1,0,0,0,0,0,0,0
3360000.0,3720,2,1,1,0,0,0,0,1,0,0,0
3360000.0,3750,3,1,1,1,0,0,0,0,0,0,0
3360000.0,3100,3,1,2,0,0,1,0,0,0,0,1
3360000.0,3185,2,1,1,1,0,1,0,0,2,0,2
3353000.0,2700,3,1,1,0,0,0,0,0,0,0,2
3332000.0,2145,3,1,2,1,0,1,0,0,0,1,2
3325000.0,4040,2,1,1,1,0,0,0,0,1,0,0
3325000.0,4775,4,1,2,1,0,0,0,0,0,0,0
3290000.0,2500,2,1,1,0,0,0,0,1,0,0,0
3290000.0,3180,4,1,2,1,0,1,0,1,0,0,0
3290000.0,6060,3,1,1,1,1,1,0,0,0,0,2
3290000.0,3480,4,1,2,0,0,0,0,0,1,0,1
3290000.0,3792,4,1,2,1,0,0,0,0,0,0,1
3290000.0,4040,2,1,1,1,0,0,0,0,0,0,0
3290000.0,2145,3,1,2,1,0,1,0,0,0,1,2
3290000.0,5880,3,1,1,1,0,0,0,0,1,0,0
3255000.0,4500,2,1,1,0,0,0,0,0,0,0,1
3255000.0,3930,2,1,1,0,0,0,0,0,0,0,0
3234000.0,3640,4,1,2,1,0,1,0,0,0,0,0
3220000.0,4370,3,1,2,1,0,0,0,0,0,0,0
3220000.0,2684,2,1,1,1,0,0,0,1,1,0,0
3220000.0,4320,3,1,1,0,0,0,0,0,1,0,0
3220000.0,3120,3,1,2,0,0,0,0,0,0,0,2
3150000.0,3450,1,1,1,1,0,0,0,0,0,0,2
3150000.0,3986,2,2,1,0,1,1,0,0,1,0,0
